----XOX--|3
--O-XOX--|9
-XO-XOX--|9
--OXOXX--|1
O-OXOXX--|
O-OXOXXX-|9
X----OX--|
XO---OX--|4
XOX--OX--|
XOX--OX-O|5
XOX--OXXO|
XOX-OOXXO|4
---O-XX--|9,3,9
-O-O-XX--|1,3,5,8,9
-OXO-XX--|
------XXO|3,5,6,3,5,6,6,3,5,2,3,6,3,6,5
----OXXXO|1
---OOXXXO|1
X--OOXXXO|2,3
X--O--O-X|5
X-XO--O-X|6
X-XOO-O-X|6
-OX-XO--X|7
-OXOXO--X|1
-X---OX--|1,4,5,9
-X--OOX--|4
-X-XOOX--|1
-XOXOOX--|1
-XOXOOX-X|
OXOXOOX-X|8
-XO--X--O|5,7,7,5,7,5,5,5,7,5,5,7,7,5,5
-XOX-X--O|5
OXOX-X--O|5
-OXO--X-X|
-OXOO-X-X|8
XOXOO-X-X|6
XO-XO----|7
XO-XOX--O|7
XOXXOX--O|8
OX--O-X--|9
OXX-O-X--|9
OXX-O-XO-|9
OXXXO-XO-|9
OXXXOOXO-|9
-OX--XOX-|9
-OX--XOXO|1,4,5
XOX--XOXO|4,5
XOX-OXOXO|4
---XXO---|3,9,3,3,1,9,9,3,3,9,7,3,3,9,1,3
--OXXO---|9
--OXXO--X|1
O-OXXOX-X|2
OOXX-----|8,9,5,6,5,5,8,8,5,8,5,8,6,5,6,9,9,6,6,9,8,9,9,9,9,6,5,6,9,6
OOXX----X|
OOXX---OX|6
OX-O-XX--|
OX-OOXX--|9
OXXOOXX--|9
OXXOOXXO-|9
X----O-X-|2,3,4,5,7,9
XO---O-X-|3,4,5,7,9,3,7,4,4,9,5,7,7,9,7,9,5,5,3,4,9
XO---O-XX|
XO---OOXX|5
XOX--OOXX|5
XOX-OOOXX|4
-----X-XO|2,5,5,5,5,5,5,5,5,5,4,5,5
X---OX-XO|2,4,7,3
X--OOX-XO|2,3,7
XX-OOX-XO|3
XXOOOX-XO|7
OO-O-XXX-|9
OO-OXXXX-|3
OO-OXXXXO|3
X--O-X---|3,9,3
X--O-XO--|2,3,5,8,9,8,9,8,5,2,5,5,8,2,5,3,9,9,9,8,3,2,9,3
X--OXXO--|9
X--OXXO-O|8
XX-OXXO-O|8
XXOOXXO-O|8
-XO--OX--|9
XXOO-OX--|
XXOO-OX-X|5
-XO---X--|5,8,9,5,5,9
-XO---XO-|1,4,5,6,9
-XOX--XO-|1
-XOX--XOO|1
O-O--X-X-|
OOX--X---|9
OOXX-X---|
--X--XO-O|
--X-XXO-O|8
-OX-XXO-O|4
-OX-XXOXO|4
X---X-O-O|8
X---X-OXO|2
XO--X-OXO|3,4,4,6,4,6,4
XO--XXOXO|4
XO-OXXOXO|3
---XOOX--|1
---XX-O--|6
O--XX-O--|6
OX-XX-O--|
OX-XX-OO-|6
OX-XX-OOX|6
OXOXX-OOX|6
-----OX-X|
O-X--X-O-|9
O-X-XX-O-|
O-X-XX-OO|4
-O----XX-|9
-O---OXX-|9
-O-X-OXX-|
-O-XOOXX-|9
OX-X-----|5,5,5,6,8,5
OXOX-----|9,5,5
OXOX----X|5,8,5
OXOX-O--X|8,5,7,8,8
OXOX-OX-X|8
---OXXO--|1
-X-OXXO--|1
-X-OXXO-O|8
--XOX---O|7
--XOXX--O|7
O-XOXX--O|7
-----X-OX|
---O-X-OX|3
-----XOX-|1,5,5,5,1,1,1,1,1,1,2,1,1,2
---O-XOX-|1
X----OOX-|2
X-X--OOX-|2,4
X-X--OOXO|2
X-XX-OOXO|2
XOXX-OOXO|5
-XO-XO---|8
-XOXXO---|9
-XOXXO-O-|9
XXOXXO-O-|9
-X-OXO---|8
-X-OXOX--|
-X-OXOXO-|3
X-O--OXX-|9
XOO--OXX-|4
OO-X---X-|3
OO-XX--X-|3
OO-XX--XO|6
OO-XX-XXO|3
OO-XXOXXO|3
OXX-O-OX-|
OXX-OXOX-|4
X-O-O-X--|4
X-O-O-X-X|
X-OOO-X-X|8
--O-XXO--|4
--O-XXO-X|
X--X--OO-|
X--X--OOX|5
X--X-OOOX|5
--O-OX-X-|7
X-O-OX-X-|7
X-OOOX-X-|7
X--X-O---|7
XO-X-O---|7
XO-X-O-X-|7
XOOX-O-X-|7
XOOXXO-X-|9
--XO-OX--|5
X-XO-OX--|2,5,9
XOXO-OX--|5
XOXO-OX-X|5
XOXO-OXOX|5
--O-XOXX-|9
--OOXOXX-|2
X-OOXOXX-|9
-X-O-OX--|5
-X-O-OXX-|5
OX-O-OXX-|5
XOOX---X-|
XOOXO--X-|7
XOOXOX-X-|7
--XX-O--O|1,2,5,7,8,7,1,1,7
--XX-O-XO|
X-XXOO-XO|
-X-X-OXOO|1
-OX--X--O|8,5,8,5
-OXX-XO-O|5
---X--OOX|5
XO-X--OOX|5
XO-X-XOOX|5
XOOX-XOOX|5
----OXX--|2
---OOXX--|1,2,3,8,9
X--OOXX--|3,9,8,8,8,8,2,8
X--OOXXO-|2
XX-OOXXO-|3
XX-OOXXOO|3
---XX--O-|
-O-XX--O-|6
-O-XX-XO-|1,3,6
-O-XXOXO-|3
-O-XXOXOX|
-OOXXOXOX|1
----XO-X-|
O---XO-X-|2
O--XXO-X-|2
O-OXXO-X-|2
O-OXXOXX-|9
-XOX-----|5,8,9,5,5,9,5,9
-XOX----O|
-XOX--X-O|6
--XOX--OX|
-OXOX--OX|1
X-----OXO|2,3,5,6,6,5,2,6,2,2,2,3,6,6,5,5,3,2,6,3,5,6
X--OX-OXO|2
--O--XX--|4,1,1,1,5,5,1,1
--O-OXX--|8,1,2,9
-XO-OXX--|4,8,1,1,1,1,1,1,1,1,9,1,1
-XOOOXX--|8,1,9
-XOOOXXX-|9
OXOOOXXX-|9
----X-OX-|2
-O--X-OX-|1
-O-XX-OX-|6
-O-XX-OXO|6
XOO--X-X-|
XOO--X-XO|4,5,7
XOO--XXXO|4
---XOX--O|
O--X-X--O|5
O-XX-X--O|5
O-XX-X-OO|5
O-XX-XXOO|5
OOXX-XXOO|5
---XO-O-X|3
---XO-OXX|3
--OXX--O-|6
--OXX-XO-|1,2
--OXX-XOO|1
-XOXX-XOO|6
OXX-----O|5
OXX-X---O|
OXX-XO--O|8
OXX-X--OO|7
OX-XOX-OX|3
OX-XOXOOX|3
-XO---XOX|1,4,5
-XO--OXOX|1,4,5,1,1,5,1,5
-XOX-OXOX|1
-XOXOOXOX|1
OO--XO-XX|7
O--XX--O-|6
-X-X-OOX-|5
OO--XX-X-|3
---O---XX|7
XO------X|5,6
XO---O--X|5
XOO--O-XX|5
---XO--X-|7
---XO--XO|1
--O--XXO-|1,2,4,5
--O-XXXO-|4
--O-XXXOO|4
---X---O-|2,3,5,7,9,5,5,7,7,3,3,7,5,3,9,3,5,7,2,9,3,2,5,7,5,3,3,7,7,5,7,3
--XX--OOX|
--XX-OOOX|1,2,5
--XXXOOOX|1
O-XO----X|6
OXXO----X|7
X--X----O|7
XO-X----O|7
XO-X---XO|7
XO-X-O-XO|7
X--X---O-|7
X-OX---O-|7
--OX-X---|5
O-OX-X---|5
O-OX-XX--|2
OXOXOXX--|9
X-O-OXX--|4
O--O-XXXO|5
X--OO--XX|6
X-OOO--XX|7
XXOOO--XX|6
-OO-XXX-O|4
-OO-XXXXO|1
-OOOXXXXO|1
----O--XX|7
-X--OO-XX|4
-X-XOOOXX|3
-XX-O--O-|1
-XXXO--O-|1
-XXXO--OO|1
-XXXO-XOO|1
-XXXOOXOO|1
-XO-X----|8
XXO-X-XOO|6
XXOOX-XOO|6
OX--O---X|3,4,6,7
OX--OX--X|3
OX-OOX--X|3
--X-O-O-X|6
--X-O-OXX|6
O-X-O-OXX|6
-XOO-XOX-|5
XXOO-XOX-|5
XXOO-XOXO|5
-O---X-OX|3
XO---XOOX|5
X-----O-X|5
X----OO-X|5
--X---O-X|6
--X---OOX|6
X---OOX--|4
X-X-OOX--|4
XOX-OOX--|4
XOX-OOXX-|4
--OX-OX--|1
--OXXOX--|9
-OOXXOX--|1
X--OOX---|2,3,7,8,9
X-XOOX---|
X-XOOX--O|2
X-XOOXX-O|2
X-XOOXXOO|2
----X-XO-|
--O-X-XO-|1,2,4,6,9,4,6,2
X-O-X-XO-|
XXOOX----|
XXOOXO---|8
XXOOXOX--|9
XXOOXOXO-|9
--X-OX-XO|1
-OX-OX-XO|1
-OXXOX-XO|1
XXOOX---O|8
XXOO-X---|5,8,9,5,5
XXOOOX---|7
OX-XO---X|6,8,3,3,3,3,7
OXOXO---X|7
OXOXO-X-X|8
--XOXO-XO|2
OO--XXX--|3,4,9
OO--XXX-O|4
OO--XXXXO|3
-XO--OX-X|
-XO-OOX-X|8
----X-O-X|1
----XOO-X|1
X-XO-----|
X-XO--O--|2
X--OO-X--|6
X--OO-X-X|6
XO-----X-|9,7
XO--O--X-|3,4,6,7,9,7,3,4,7,6,7,7,7,9
XO-XO--X-|7
XO-XO--XO|7
XOXXO--XO|7
XOXXO-OXO|6
--O--XXOX|1,2,4,5
--OO-XXOX|1,2,5
X-OO-XXOX|5
X-OOOXXOX|2
--X-XO--O|7
X-X-XO--O|
X-XOXO--O|7
-OX-OOXX-|9
-OXXOOXX-|
OOXXOOXX-|9
X-X--X-OO|7
X-XO-X-OO|2
X-XO-XXOO|
---X---XO|3,5,2,5,5,3,3,3,2,3,3,3,5,5
---X--OXO|3,5
-X-X--OXO|5
OX-X--OXO|5
XX--O---O|3
XX-XO---O|
XX-XOO--O|7
----X-XOO|3
----XXXOO|
O---XXXOO|3
X---O-X-O|4
XX--O-X-O|
XXO-O-X-O|4
-XX--O--O|1
XXO----O-|9,7,9,9,7,9,7,9,7,7
XXOX---O-|7
XXOX-O-O-|7
XXOX-O-OX|
--X-X--OO|7
X-X-X--OO|7
XOX-X--OO|7
XOXXX--OO|7
XOXXXO-OO|7
XO-OO--XX|7
---X-X-OO|5
OX---XXOO|5
OX--XXXOO|
OXO-XXXOO|4
O-X--OXX-|2,5
OOX--OXX-|5
OOXX-OXX-|
OOXX-OXXO|5
--OXO-XX-|
O-OXO-XX-|9
-X-OX----|
XXO-OO-XX|7
O-X--OX--|5
O-X--OX-X|
O-XO-OX-X|8
--XO---X-|1,5,6
-XXO--OX-|1
---X-O-X-|1,7,1,1
O--X-O-X-|9,2,3,5,2,9
O--X-OXX-|9
OO-X-OXX-|9
OO-XXOXX-|3
-O----XXO|1,3,3,3,1,1
-O--X-XXO|3
-OO-X-XXO|
-OOXX-XXO|1
-O-XX----|
-OOXX----|6
-OOXX-X--|1
-OOXX-X-O|1
O-XX-O---|2,5,7,8,9,5,2,7,7
O-XX-OX--|5
O-XX-OX-O|5
----XOOX-|2
---O-X-XO|1,2,5,7
O-XO-X-XO|
OXXO-X-XO|7
X--O--OXX|5
XO-O--OXX|5
OX---X--O|5
OX-X-X--O|5
OX-X-XO-O|5
OX-X-XOXO|5
-OX---OX-|1,4,5,6,9
-OX---OXX|6
-OXO--OXX|6
XOXO--OXX|
XOXO-OOXX|5
-O-XO--X-|1,3,9,7
XO-XOO-X-|7
XOXXOO-X-|7
--X--OX--|5
-O-XXO---|1,3,9,7,9,1,1,1,7,9,9,1,7,1,3,7,1,3,1,1,1,7,7,7,9,3,7,3,1,1,1,9,1,3,7,7,1,3,7,9,9,9,3,3,7,9
-O-XXOX--|
-O-XXOX-O|3
-O-XXOXXO|3
X-OX-----|
XOOX-----|7
XOOX-O-XX|
XOOXOO-XX|7
-O--X--XO|1,3,4,6,3,1,3,3,4,1,4
-OX-X--XO|7
-OXOX--XO|7
X---O---X|6
X--OO---X|6
-X---XO--|1,3,4,5,8,9
--O-X--X-|2
-OO-X--X-|1
-OO-X--XX|1
-OO-X-OXX|1
-OOXX-OXX|1
-OOXXOOXX|1
O-----X-X|8
OO----X-X|8
OO--X-X-X|3
OO--X-XOX|3
OO--XXXOX|3
OO-OXXXOX|3
OX-----OX|3,4,5,6,4,7
OXX----OX|6
OXXO---OX|6
OXXOX--OX|7
OXXOXO-OX|7
O-XOOXX--|9
--XO-O--X|5
--XO-O-XX|5
--XO-OOXX|
--XOXOOXX|1
O-X--X--O|5
O-X-XX--O|
O-XOXX-XO|7
OOXOXX-XO|7
O-X--X---|
O--X-O-XX|7
O--X-OOXX|2,3,5,5
OX-X-OOXX|5
OX-XOOOXX|3
X--OX-O--|9
X--OX-OX-|6,9
XO-OX-OX-|9
XO-OXXOX-|9
XOOOXXOX-|9
XOXO-----|8,9,5,6,8,5,5,9,5,5,9,9,5,8,6,6,8,8,5,8,8,6,9,5,5,5,9,5,9,9,9
XOXO-X---|9
XOXO-XO--|9
XOXOXXO--|9
-OOX--XOX|1
O-X-X----|7
O-X-XO--X|7
OOX-XO--X|7
-O---X-X-|9,7,7,9
-O---XOX-|1,3,4,5,3,3,3,4,3
OOX--XOX-|9
OOX-XXOX-|4
XX-OO----|3
OX---XO--|
OXX--XO-O|
OXX--XOXO|4
O--X----X|3,6,5,3,3,5
O--X--O-X|2,3,5,6,5,3
O--X--OXX|2,3,5,6
OO-X--OXX|3
OO-XX-OXX|3
XO--O---X|8
XO--O-X-X|8
XOO-O-X-X|8
---O-XXXO|2,3,5
OX-O-XXXO|5
---O--X-X|
--OO--X-X|8
--OOX-X-X|
--OOXOX-X|8
-XO--XX-O|4,5
-XO--XXOO|1,4,5,4,5,4,1,1,1,4,4,4,1,4,1
-XOX-XXOO|
-XOXOXXOO|1
--OX--XO-|1
--OX-XXO-|
-OOX-XXO-|5
-OOX-XXOX|1
---X--XOO|1
---XX-XOO|
---XXOXOO|1
OOXX--O-X|6
O-O-XXXO-|4
-O---XX--|1,3,4,5,8,9
-O-O-XX-X|
-O-OOXX-X|8
XO-OOXX-X|8
XXO-OX-O-|7
XXO-OX-OX|7
XOO-O--XX|7
O---O-XX-|9
OX--O-XX-|9
-X-OX--O-|1
XX-OX--O-|3,9
XX-OX--OO|3
XX-OX-XOO|3
XX-OXOXOO|3
X---X--OO|7
X---XX-OO|7
XO--XX-OO|4
XO--XXXOO|
XOO-XXXOO|4
-OXXOXO--|9
-OXXOXOX-|9
-OXXOXOXO|1
X-XOX---O|
X-XOX--OO|2
X--O-XO-X|2,3,8
X--OOXO-X|3
-O-X--X--|1
-O-X--X-O|1
-O-X-XXOO|5
X-X--O--O|2
X-XX-O--O|2,8
X-XX-OO-O|2
X-XXXOO-O|8
XOXXXOO-O|8
-O--X-X-O|3
---OX---X|
O--OX---X|7
O-XOX---X|7
-O----XOX|5
-O--X-XOX|
OO-XX-XOX|3
OO-XXOXOX|3
--OXX-O--|6
X-OXX-O--|
XXOXX-O-O|8
-XX-O-O-X|
-XX-O-OOX|6
-OO-X-X--|1
-OOOXXX-X|1
-OOOXXXOX|1
X-X--XO-O|8
--OO-XX--|1,2,5,8,9,9,9
--OOXXX--|8,9,1,2,1,1,2
--X-OOX--|4
-XX-OOX--|4
-XX-OOX-O|1
--XO---XO|1,2,5,1,1,5,5,5,1,2,5,1,5,5,2
OX--O--XX|7
OX--OO-XX|7
X-OXXO---|9
XOOXXO---|7
O-O-X-X-X|2
O-O-X--X-|2
O-O-XOXX-|2
----XX--O|4
O---XX--O|4
XOX------|5,6,7
XOXOOX---|9
OOX-XX--O|4
OOX-XX-XO|
OOX-XXOXO|4
-O-X-X-OX|1,3,5
-O-X-XOOX|5
--OXX-OX-|
--OXXOOX-|2
X-OXXOOX-|9
XOOXXOOX-|9
--XX-OOXO|1,2,5
-XXX-OOXO|
X-O-X--XO|6
XOO-X--XO|6
XOO-XX-XO|4
XOOOXX-XO|7
XOX--O---|8,4,5,7
XOX-XO---|7,8
XOX-XOO--|9
XOXXXOO--|9
---XO-OX-|3
-X-XO-OX-|3
OX-XO-OX-|
OXXXO-OX-|9
-OOX---X-|1
-OOX-X-X-|1,5
-OOX-X-XO|5
-OOX-XXXO|1
-OOXOXXXO|1
-O-O--XX-|9
XO-O--XX-|5,6,9
XO-O-OXX-|9
XOXO-OXX-|5
XOXO-OXXO|5
----O-OXX|3
-OX-O-OXX|6
XOX-O-OXX|6
XO----OX-|3,4,5,6,9,6
XOX---OX-|5,6,9
XOX---OXO|4,5,6
--OX--O-X|5
--OXX-O-X|
--OXX-OOX|1
-OX--X-XO|4,7,5
-OX-OXXXO|1
-OXOOXXXO|1
X---OO-X-|4
X---OOXX-|4
XX--OOX-O|3
XX--OOXXO|3
X-X-OO-X-|4
X-X-OO-XO|2
--O-X--XO|2
--O-XX-XO|
--O-XXOXO|2
X-O-XXOXO|
X-OOXXOXO|2
-O-XX-XOO|6
O--X--X--|2,5,6,3,5,2,5,6,2,5,3,2,5,5,3
O--X--X-O|5
O--X-XX-O|5
O--X-XXOO|5
---OX-X--|3
XO---X---|3,4,5,7,8,9
XO-O-X---|3,5,7,8,9,3,5,5
XOXO-X--O|8,5,7
XOXOXX--O|7
XOXOXXO-O|8
X--XX-O-O|8
XXO---O--|5
XXO---OX-|5
XXO---OXO|5
XXOX--OXO|6
------OXX|4,5,4,5,5,4,5,2,5,4,2,4,4,1
--O---OXX|5
-XO---OXX|5
X--O-XOX-|
X--O-XOXO|2,3,5
XX-O-XOXO|
O-XXO-X--|9
OOXXO-X--|
OOXXO-XX-|9
--XXO----|8
X-XXO-O--|2
XOXXO-O--|8
-X--O-X--|6
-X--OOX-X|4
O-X---O-X|6
OXX---O-X|4
OXX-O-O-X|6
OXX-O-OXX|4
-X---OX-O|3
-X---OXXO|3
OX---OXXO|5
OX-X-OXXO|3
O---X-XXO|
----XX-OO|4
--X-O-X--|6
--XOO-X--|6
--XOO-XX-|6
-OXOO-XX-|9
-OXOOXXX-|9
O--X-X---|5
--XXOO---|1,2,7,8,9,7
X-XXOO---|
X-XXOO--O|2
--X-O--XO|1
--XXO--XO|1
--XXOOXXO|1
-OXXOOXXO|1
XOX-O--X-|7,9,4,4,4,6,4,6,6
XOX-O--XO|4,6,7,7
XOX-O-XXO|4
--XOXO---|7
--XOXO--X|
OO---XX-X|3
OO--OXX-X|3
--XX-O-O-|1,2,5,7,9,9,2
X-XX-O-O-|
X-XXOO-O-|7
X-XXOO-OX|2
X----O-XO|3
X----OXXO|3
XO---OXXO|4
-XO-O-XX-|9
-O-OX---X|1
-O-OX-X-X|1,3
-O-OXOX-X|3
--OXXO-X-|9
-OOXXO-X-|
X--OO-OXX|
X-XOO-OXX|6
XO-X--O--|8,5,5,8,5,5,5,5,5,8,5,5,5
XOXX--O--|5,6,8,9
XOXX-OO--|8,9,5,5
X-XO-X--O|2
O-XXX-O--|6
O-XXX-O-O|6
-X--OX---|9
-X--OX--O|1
-XX-OX--O|1
-XX-OXO-O|1
OO-X-X---|5
OO-X-XX--|3
OO-XOXX--|
-X-XO---O|1
-X-XO-X-O|1
-X-XO-XOO|1
---X-OOX-|9,2,3,5,9
-X-XOOOX-|3
OXXX-O---|5,7,8,5
OXXX-O--O|5
OXXXXO--O|
OXXXXO-OO|7
-XO----XO|5
-XO---XXO|6
OXO---XXO|5
X-XO---OX|5,7
X-XO-O-OX|2
X-XO-OXOX|5
XX--O--O-|3
XX-XO--OO|3
--XOOX-XO|1
-XXOOX-XO|1
-XXOOXOXO|1
XX--OOX--|4
XXO-OOX--|4
---OO-XX-|9
-X-OO-XX-|6
-X-OO-XXO|
XX-OO-XXO|6
X------XO|2,5,3,3,3,3
X--O---XO|2,3,5,6
X-XO---XO|2,5,7
X-XO-O-XO|2
X-XO-OXXO|5
X---O-O-X|3
X---O-OXX|3
OXXXO----|9
OXXXO-O--|9
-O-O-X-X-|1,3,9,7
-O-OXX-X-|1,3,7,9
OO-OXX-X-|
OOXOXX-X-|7
--XO--OXX|1
--XOO-OXX|6
-XXOO-OXX|6
--XX---O-|1,2,5,6,7,9
--XX---OO|7
-XXX---OO|7
OOXX---X-|
OOXX---XO|5
OOXXX--XO|
OOXXXO-XO|7
OXX--O---|4,5,5,5,5
OXX--OX--|5,8
OXX-OOX--|
OXX-OOX-X|4
OO--XOX-X|3
OXXO--X-O|5
X-XOO----|2
X-XOO--X-|6
X--OOX-X-|9,3,3,3
X-XOOX-XO|2
XOXOOX-XO|7
-X-X--OO-|9
-X-X--OOX|
-X-XO-OOX|3
-XXXO-OOX|
-XXXOOOOX|1
-O-O-X--X|3
XOX-----O|8,4,5,7,7,8,7,5,7,5,5,4
XOX--X--O|4,5,7,8
XO-OOXX--|8
XOXOOXX--|8
OX--XO---|8
XO---XO--|8,9,3,5,9,5,5,8,9,9,3,8,5,3,9,9,5
XO--XXO--|3,4,9
XO-OXXO--|9
O-XX---O-|9,5,6,5,9,9,6,9,6,5,5,5,5,9,5,5,5,6,9,9
O-XX--XO-|5
O-XX-OXO-|5
OXXX-OXO-|5
-XOX-X-O-|5
OXOX-X-O-|5
OXOX-XXO-|5
OXOX-XXOO|5
--XXOO--X|1,7,8,2,8
--XXOOO-X|8,1,2,1
--XXOOOXX|1,2
-OXXOOOXX|1
-X-OXOX-O|8
O--X--XO-|2,5,5,2,5,5,5,5,5,5
OOXX--XO-|5
OOXX--XOX|5
XXO-OX---|7
XXOOOX-X-|7
O-X-XXO-O|4
--XO-XO--|9
--XO-XOX-|1
--OX-XX-O|
--OX-XXOO|5
OX----OX-|5
OX---X-O-|9,4,5,7,5
OX---XXO-|3,5,5
OX--OXXO-|9
OX--OXXOX|3
O-OX--XX-|2
O-OX-OXX-|2,9
OXOX-OXX-|9
OXOXOOXX-|9
O--XO-X-X|8
O--XO-XOX|2
X-X---O--|
X-X---OO-|2
X-XX--OO-|9
OXOO--X-X|8
OXOOXOX-X|8
--X---XOO|5
X--O--X--|2,5,6,8
XX-O-O--X|3,5
OO-XX-OX-|6
XOXOX---O|7
---XXO-O-|1,3,9,7,3
X--XXO-O-|
X--XXOOO-|9
-XX-O-O--|1
-XX-OOO-X|1
-XX-OOOXX|4
-O----OXX|1,1,1,1,1,1,3,1,1,1,3
-O-X--OXX|1,3,5,6,3,3,5,3,3
-O-XO-OXX|3
XO-XO-OXX|3
--O-XXOX-|
-OO-XXOX-|4
XOO-XXOX-|
XOO-XXOXO|4
X-XX-OOO-|2
X-XX-OOOX|
OO-XX----|6
OO-XX-X--|3
OO-XXOX--|3
OO-XXOX-X|3
X-O---O-X|5
X-O--XO-X|5
X-OO-XO-X|5
X-OO-XOXX|5
XOOO-XOXX|5
XO-X---OX|3,5,6,7
O-OXX-XO-|6
OXOXX-XO-|6
OXOXX-XOO|6
-OXX--OX-|5,6,9
-OXXO-OX-|1,6,9
-XXOO----|1
-XXOO--X-|6
-XXOO--XO|1
-X-O-XX-O|3,5
-X-O-XXOO|1,3,5,3
-XXO-XXOO|
OXXO-XXOO|5
----O-X-X|8
----OOX-X|8
--X-OOX-X|4
-OX-OOX-X|8
XOX-OOX-X|4
XX-O--O--|3
XO--OO-XX|7
XO-XOO-XX|7
X-OX-O---|7
X-OX-O--X|
X-OX-O-OX|5
X--OX--O-|9
--OOX-X--|1,2,6,8,9,6,2,9
--OOX-XOX|1
--OOXXXOX|1
O-OOXXXOX|2
X-X-XO-OO|7
X-XXXO-OO|7
---OX-OX-|2
O---X-XO-|3
OX--X-XO-|3
OXO-X-XO-|9,4,6,4
----OXO-X|3
----OXOXX|3
--X-X-O--|1,9,1,1,1,1,1,1,1,1,9,9
O-X-X-O--|4
O-XXX-OO-|6
O-XXX-OOX|6
OOXXX-OOX|6
O------XX|2,3,7
O-O-XXOXX|2
-OOXOX-X-|
-OOXOX-XX|7
-XO-X--O-|9,4,6,7,9
-XOXX--O-|6
OXOXX--O-|6
X-OX----O|7
X-OX---XO|6
X-OXO--XO|7
X-OXOX-XO|7
-O-OXX---|1,3,9,7,1,9,3,7,3,3,1
XO-OXX---|9
--X---OXO|1,2,4,5,4,4,4,2
--XX--OXO|2,5,5,5
X-XXO-OXO|2
-OXXXO--O|7
-OXOXX---|
-OXOXXO--|9
-OXOXXOX-|1
X-OOX----|9
X-OOXX---|9
X-OOXX-O-|9
X-OOXXXO-|9
OOXX--X--|5
XO--X-O--|9
XO--X-OX-|9
XOOX----X|
X-OX--OX-|5
X-OX--OXO|
--OXXO-OX|1
O-O---X-X|8
O-XX-O-X-|5,7
OOXX-O-X-|9,5,7
X-X---O-O|2
-X--X--OO|7
-X--XX-OO|7
-X-OXX-OO|7
-X-OXXXOO|3
OX-OXXXOO|3
--X-XO-XO|
O-X-XO-XO|2
O-XXXO-XO|
O-XXXOOXO|2
OO-X-X--X|3
OO-X-X-OX|3
--XXX-OO-|9
-OXXX-OO-|6
-OXXX-OOX|
-X-XO--O-|1,3,9,7,9,9,1,3
OXXXO--O-|9
-X-OX---O|8
-XOOX-X-O|8
---X--X-O|
XOO--XX--|
XOOO-XX--|8,9,5,9,9
XOOOXXXO-|9
-XO-X-X-O|6
OXO-X-X-O|8
-O-XO-X--|1
-OXXO-X--|8
-OXXO-X-O|1
-OXXOXX-O|8
XXO-----O|
XXO---X-O|6
XXO---XOO|4
XXO--XXOO|4
XXOO-XXOO|5
--O---X-X|
-OO---X-X|8
OXX--O-X-|4,5
OXX-OO-X-|
OXX-OOXX-|4
X-O-X----|9
XOO-X----|9
XOO-XX---|
XOOOXX---|9
XOOOXX-X-|9
X--X-O-O-|7
X--X-O-OX|
X--XOO-OX|7
OX-XO--X-|9
X--XOO---|7
X--XOO-X-|7
X--XOO-XO|7
XX-XOO-XO|3
XX-XOOOXO|3
-OXO--X--|5
-OXO-XX-O|5
XOXO-XX-O|5
-O--OX-X-|1,3,9,7
-O--OXXX-|9
-O-OOXXX-|9
XO-OOXXX-|9
XOOOOXXX-|9
OX-XO----|9
OXXXO-O-X|6
OXXXO-OOX|6
O--X-XXO-|5
OX-X-XXOO|5
--XX--O-O|8
-XXX--O-O|8
-XXXO-O-O|1
O-X--O-XX|5,7
--OO---XX|7
X-OO---XX|
X-OO--OXX|5
--X-XOO-X|1,2,4
--X-XOOOX|1
-X-XXO--O|3
-OXO--XXO|5
-OXO-XXXO|5
X-X-X-O-O|8
X-X-XOO-O|2
X---OOOXX|
-X-X-OX-O|3
-X-XOOX-O|1
-O--X-O-X|1
-O--XXO-X|
OO--XXO-X|4
-O-X-X-O-|5
XO-X-X-O-|5
-O---XO-X|3
-O---XOXX|3
-O-O-XOXX|3
XO-XO---X|8
XOOXO---X|7
XOOXOX--X|8
-XX----O-|1
-XX---OO-|1
-XXX--OO-|9
OXXX--OO-|9
OXXX--OOX|6
--OO-X--X|1,7,1,1,7,7
OX-XXOOOX|3
OX-X-OOX-|5
OXOX-OOXX|5
-X-X---O-|1,3,3,3
-X-X-XOO-|9
OX-X-XOO-|5
O----XOX-|
O--X-XOX-|5
O--X-XOXO|5
--OXOX---|
--OXOX--X|7
O-X-O-X-X|
O-XOO-X-X|6
-X-OXXOO-|
-XXOXXOO-|9
--O--XOX-|1,4,5
-O--O--XX|7
-OXXO-OXX|6
--OO-XX-X|8
-OOO-XX-X|8
XOOO-XX-X|
XOOOOXX-X|8
-OX-X---O|7
O-O-XX-OX|4
X-O-XX--O|4
X-O-XXO-O|4
XXO-XXO-O|8
XOXOX-O--|9
O-XX--XOO|5
OXXX--XOO|5
----O-XOX|2
--X-O-XOX|2
O-X-O-XOX|6
-O--XX--O|4
---X-X-O-|5
O--X-X-O-|5
-XXOX-O--|1,6
-XXOX-O-O|1
O-OXOX-XX|2
-OOX-X---|5
-OX-X-O--|6
-OX-X-O-X|6
-OXOX-O-X|1
-OXOX-OXX|1
--XO-O-X-|5
X-XO-O-X-|5
X---OX-O-|2
X--XOX-O-|2
X-OXOX-O-|7
X-OXOX-OX|7
OX-X-OX-O|
-O-X-X-XO|5
XOOX-X-XO|
XOOX--OX-|5
XXO--X--O|4,5,7,8
XXO--XO-O|
X-O-X-OX-|
XOO-X-OX-|9
XOOXX-OX-|
O--O-X-XX|7
--XXO---O|1
--XXO-X-O|1
--XXO-XOO|1
